Time,Sample,P1,P2,P3,P4,P5,P6,P7,P8,P9
129.6875,2075,21,3.64,3.51,4.2,54.8,0.793,1.19,8.59,10.6
129.75,2076,21.9,3.96,3.27,4.18,54.5,0.715,1.15,9.26,10.6
129.8125,2077,19.6,4.07,3.54,4.23,54.2,0.596,1.27,7.67,10.6
129.875,2078,20.7,3.81,3.64,4.23,54.4,0.695,1.37,9.4,10.6
129.9375,2079,20.8,3.8,3.41,4.41,54.5,0.651,1.28,13.5,10.7
130,2080,17.9,3.86,3.58,4.3,54.3,0.636,1.23,18.5,10.6
130.0625,2081,19.4,3.85,3.58,4,54.3,0.69,1.2,17.5,10.6
130.125,2082,22,3.87,3.37,4.16,54.4,0.674,1.36,14.5,10.6
130.1875,2083,23.6,3.94,3.26,4.27,54.1,0.584,1.22,15,10.6
130.25,2084,22.5,3.78,3.15,4.13,54.4,0.708,1.23,12,10.6
130.3125,2085,19.9,3.76,3.12,4.13,54.6,0.75,1.46,8.65,10.6
130.375,2086,19.7,3.94,3.57,4.28,54.2,0.658,1.44,6.85,10.6
130.4375,2087,22.8,4.07,3.79,4.17,54.5,0.66,1.44,5.2,10.6
130.5,2088,20.5,3.9,3.1,4.06,54.6,0.733,1.53,4.6,10.6
130.5625,2089,20.1,3.78,2.94,4.33,53.9,0.741,1.5,5.64,10.6
130.625,2090,22.6,3.89,3.34,4.41,54,0.692,1.47,8.69,10.7
130.6875,2091,23.3,3.88,3.45,4.22,54.9,0.709,1.49,10,10.7
130.75,2092,25.5,3.86,3.32,4.23,54.6,0.774,1.34,8,10.6
130.8125,2093,23.1,3.77,3.53,4.19,54.2,0.715,1.37,10.4,10.6
130.875,2094,21,3.78,3.54,3.99,54.7,0.629,1.35,15.4,10.6
130.9375,2095,18.5,3.91,3.24,4.19,54.7,0.759,1.31,18,10.6
131,2096,19.6,3.92,3.37,4.2,54.1,0.704,1.45,18.2,10.6
131.0625,2097,22.6,3.73,3.24,4.32,54.1,0.694,1.41,17.6,10.6
131.125,2098,21.5,3.76,3.28,4.01,54.4,0.706,1.44,14.6,10.6
131.1875,2099,21.6,3.85,3.55,4.33,54.5,0.631,1.34,9.46,10.6
131.25,2100,20.6,3.74,3.49,4.95,54.4,0.799,1.33,33.5,10.7
131.3125,2101,21.1,3.71,3.29,4.05,54.2,1.35,1.66,68.1,10.7
131.375,2102,23.5,3.87,3.3,4.66,54.7,1.37,1.73,80.9,10.6
131.4375,2103,23.2,3.98,3.36,4.76,54.8,0.953,1.77,86.7,10.6
131.5,2104,21.1,3.72,3.34,5.44,54.4,0.985,1.54,95.8,10.6
131.5625,2105,19.3,3.89,3.32,5.69,54.4,1.04,1.2,89.4,10.7
131.625,2106,18.6,3.96,3.04,4.26,54.2,1.17,1.27,70.3,10.7
131.6875,2107,17.7,3.65,2.97,5.34,54.4,1.36,1.44,41.3,10.5
131.75,2108,18.2,3.82,2.78,13.9,54.4,1.31,1.37,11.1,10.6
131.8125,2109,19.2,3.85,2.45,14.4,54.4,1.4,1.34,9.23,10.6
131.875,2110,19.2,3.88,2.51,7.58,54.5,1.69,1.31,14.9,10.6
131.9375,2111,18.4,3.97,2.96,5.46,54.4,2.02,1.5,23.7,10.6
132,2112,16.7,3.93,3.61,8.84,54.4,1.82,1.7,21.9,10.6
132.0625,2113,19.7,3.93,3.61,13.9,54.5,1.21,1.44,11.7,10.7
132.125,2114,23.2,3.79,3.36,13.3,54.4,1.29,1.34,8.6,10.6
132.1875,2115,22.6,3.8,3.41,8.25,54.2,1.28,1.28,6.07,10.6
132.25,2116,21.3,3.82,3.24,5.88,54.4,1.1,1.24,4.13,10.6
132.3125,2117,21.2,3.8,3.11,6.32,54.4,0.963,1.37,3.24,10.7
132.375,2118,20.9,3.8,3.08,5.13,54.3,0.813,1.46,5.63,10.6
132.4375,2119,19.3,3.83,3.08,4.03,54.2,0.852,1.56,10.3,10.6
132.5,2120,17.6,3.85,2.83,4.2,54.3,0.872,1.74,14.4,10.6
132.5625,2121,17.7,3.74,2.94,4.18,54.5,0.787,1.86,15.7,10.7
132.625,2122,18.9,3.73,3.07,4.62,54.5,0.686,1.81,12.3,10.7
132.6875,2123,19.3,3.87,2.97,4.66,54.2,0.635,1.72,7,10.6
132.75,2124,19.6,3.94,2.84,4.17,54.5,0.599,1.45,5.24,10.6
132.8125,2125,20.1,3.86,2.91,4,54.5,0.613,1.34,4.52,10.6
132.875,2126,20,3.85,2.8,4.05,54.2,0.618,1.35,4.63,10.6
132.9375,2127,19.1,3.79,2.71,4.31,54.4,0.577,1.31,7.08,10.7
133,2128,18.7,3.82,2.78,4.35,54.4,0.564,1.75,13,10.6
133.0625,2129,23.1,3.83,2.71,4.11,54.5,0.601,2.02,14.4,10.6
133.125,2130,23.1,3.72,2.64,4.22,54.2,0.608,1.64,21.7,10.7
133.1875,2131,19.1,3.77,2.71,4.27,54.3,0.578,1.27,26.7,10.6
133.25,2132,19.4,3.78,2.98,4.37,54.6,0.609,1.37,18.3,10.6
133.3125,2133,23.2,3.98,2.65,4.34,54.4,0.623,1.47,6.6,10.6
133.375,2134,22.4,4.04,2.75,4.15,54.2,0.561,1.53,7.86,10.7
133.4375,2135,19,3.87,2.95,4.31,54.2,0.568,1.53,45.3,10.7
133.5,2136,20.6,3.78,4.06,4.23,54.5,0.609,1.54,46.9,10.6
133.5625,2137,19.3,3.88,4.93,4.25,54.5,0.591,1.52,16.6,10.6
133.625,2138,22.7,3.89,7.16,19.4,54.3,0.568,1.42,14.6,10.7
133.6875,2139,24.6,3.85,13.5,24.3,54,0.569,1.32,12.3,10.6
133.75,2140,22.8,3.71,13.4,21.7,54.4,0.551,1.57,11.6,10.6
133.8125,2141,21.9,3.66,6.19,19.2,54.8,0.573,1.63,12.5,10.6
133.875,2142,21.4,3.9,2.83,11.9,54.3,0.593,1.65,8.24,10.7
133.9375,2143,21.9,3.78,7.83,5.65,54.2,0.588,1.88,3.91,10.7
134,2144,23.3,3.68,8.25,4.2,54.2,0.596,1.87,2.5,10.6
134.0625,2145,23,3.82,5.84,4.78,54.5,0.587,1.67,2.5,10.6
134.125,2146,23,3.84,5.48,4.68,54.5,0.566,1.52,2.43,10.6
134.1875,2147,23.7,3.75,6,4.33,54.4,0.582,1.53,2.14,10.6
134.25,2148,22.4,3.78,6.25,4.67,54.3,0.584,1.53,1.95,10.6
134.3125,2149,20.1,3.9,4.51,5.35,54,0.574,1.57,1.98,10.6
134.375,2150,22.2,3.89,5.59,7.7,54.4,0.567,1.44,2.01,10.7
134.4375,2151,23.3,3.7,5.67,8.53,54.8,0.568,1.34,2.81,10.7
134.5,2152,18.3,3.72,4.69,7.73,54.2,0.584,1.41,2.85,10.6
134.5625,2153,18.5,3.84,4.63,8.98,54.1,0.566,1.6,1.8,10.6
134.625,2154,19.9,3.86,5.15,13.7,54.5,0.564,1.68,2.26,10.6
134.6875,2155,22.1,3.95,5.24,14.2,54.6,0.578,1.41,5.2,10.6
134.75,2156,20.8,3.95,4.17,9.76,54.5,0.615,1.34,6.45,10.6
134.8125,2157,19.9,3.81,6.64,6.19,54.1,0.607,1.28,5.14,10.7
134.875,2158,19.9,3.91,12.5,4.24,54.2,0.58,1.34,3.41,10.7
134.9375,2159,19.4,3.92,11.3,4.69,54.5,0.569,1.54,5.1,10.6
135,2160,19.9,3.75,5.08,12.5,54.5,0.568,1.36,6.79,10.7
135.0625,2161,20.3,3.82,5.26,14.7,54.3,0.563,1.09,5.7,10.7
135.125,2162,21.1,3.91,5.86,9.95,54.2,0.6,1.46,3.38,10.6
135.1875,2163,18.6,4.03,8.14,7.43,54.2,0.627,1.69,2.57,10.6
135.25,2164,18.3,4.01,8.38,8.51,54.2,0.589,1.55,2.52,10.7
135.3125,2165,19.4,3.91,5.78,14.7,54.2,0.629,1.46,4.53,10.7
135.375,2166,18.5,3.87,3.66,15.8,54.2,0.623,1.66,5.37,10.6
135.4375,2167,21,3.88,3.89,10.7,54.3,0.569,1.84,5.88,10.7
135.5,2168,22.1,3.79,4.12,9.27,54.6,0.57,1.82,6.23,10.7
135.5625,2169,18.7,3.83,4.06,12.4,54.4,0.585,1.59,4.11,10.7
135.625,2170,25.1,4.02,3.83,12.9,54.5,0.6,1.7,4.64,10.6
135.6875,2171,24.5,3.92,3.52,10.4,54.4,0.591,1.86,5.69,10.7
135.75,2172,20.2,3.85,3.28,8.8,53.8,0.635,1.57,6.71,10.6
135.8125,2173,21.3,3.92,3.5,10.6,54.3,0.679,1.57,5.95,10.6
135.875,2174,21.8,4.01,3.48,11,54.7,0.639,1.68,2.58,10.6
135.9375,2175,24.8,3.95,3.25,8.3,54.5,0.578,1.55,2.8,10.6
136,2176,23.9,3.75,3.69,6.27,54.4,0.576,1.31,5.11,10.6
136.0625,2177,21.9,3.74,3.67,5.95,54.1,0.572,1.23,5.07,10.6
136.125,2178,21.4,3.76,5.51,8.95,54.1,0.583,1.44,2.94,10.6
136.1875,2179,21.1,3.68,5.61,8.88,54.2,0.607,1.44,3.62,10.6
136.25,2180,20.8,3.77,9.54,10.4,54.5,0.605,1.44,4.13,10.7
136.3125,2181,20.3,3.91,10.1,10.3,54.3,0.581,1.5,3.32,10.7
136.375,2182,18.2,3.84,4.71,7.34,54.1,0.567,1.49,2.07,10.7
136.4375,2183,19.4,3.78,4.31,9.06,54.6,0.572,1.77,1.66,10.6
136.5,2184,21.2,3.82,4.24,9.21,54.2,0.575,1.71,2.64,10.6
136.5625,2185,23.3,3.9,2.97,7.6,54.1,0.567,1.48,10.6,10.7
136.625,2186,21.3,3.85,3.77,8.34,54.5,0.552,1.47,12.9,10.7
136.6875,2187,18.3,3.87,3.99,8.9,54.5,0.624,1.37,18.3,10.6
136.75,2188,20.3,3.94,3.49,8.27,54.3,0.64,1.52,23,10.6
136.8125,2189,17.7,3.8,4.01,7.48,54,0.596,1.75,46.1,10.7
136.875,2190,18.6,3.79,4.41,7.96,54.3,0.571,1.65,49.5,10.7
136.9375,2191,21.3,3.74,4.24,8.03,54.3,0.556,1.45,28.1,10.6
137,2192,17.8,3.77,4.06,8.59,54.1,0.571,1.27,42.6,10.6
137.0625,2193,19.4,4.04,4.99,8.91,54.3,0.59,1.41,57.8,10.6
137.125,2194,22.4,3.82,17.8,7.91,54.7,0.588,1.47,74.1,10.6
137.1875,2195,20.8,3.67,21.3,7.1,54.7,0.555,1.39,80.1,10.6
137.25,2196,18.6,3.81,19.5,6.39,54.3,0.566,1.68,59.8,10.6
137.3125,2197,17.5,3.92,17.9,6.6,54.3,0.574,1.76,65.9,10.6
137.375,2198,18,4.14,9.88,7.14,54.3,0.569,1.72,85.3,10.6
137.4375,2199,19.4,3.93,3.28,7.67,54.4,0.574,1.56,88.5,10.6
137.5,2200,20.6,3.68,6.78,7.23,54.5,0.551,1.52,92.1,10.6
137.5625,2201,21.8,3.85,12.8,7.14,54.1,0.562,1.53,82.8,10.6
137.625,2202,23.6,3.85,14,8.09,54.1,0.567,1.51,77.5,10.7
137.6875,2203,23.8,3.75,12.9,7.81,54.5,0.572,1.49,84.9,10.6
137.75,2204,22.2,3.74,9.93,6.43,54.2,0.584,1.46,73.6,10.6
137.8125,2205,20.3,3.77,3.74,6.78,54.2,0.607,1.51,81.2,10.6
137.875,2206,19.4,3.85,3.89,7.33,54.7,0.658,1.49,90.9,10.6
137.9375,2207,20.5,3.92,3.18,8.02,54.5,0.624,1.56,86.9,10.6
138,2208,22.6,3.83,4.53,7.61,54.3,0.581,1.7,86.1,10.6
138.0625,2209,20.1,3.98,4.43,7.49,54.5,0.569,1.6,86.4,10.6
138.125,2210,16.5,3.84,3.41,8.14,54.3,0.555,1.36,95.6,10.6
138.1875,2211,19.2,3.63,4.63,7.39,54.3,0.573,1.38,96.2,10.6
138.25,2212,19,3.95,4.24,7.67,54.7,0.568,1.53,90.4,10.7
138.3125,2213,19.8,3.98,3.13,9.18,54.3,0.564,1.58,87.5,10.6
138.375,2214,21.8,3.8,3.15,8.44,54.3,0.572,1.32,90,10.6
138.4375,2215,19.5,3.87,2.97,7.1,54.4,0.565,1.7,87.4,10.7
138.5,2216,18.3,3.92,3.01,7.11,54.1,0.566,1.79,76.6,10.6
138.5625,2217,19.4,3.82,3.18,6.64,54.6,0.575,1.49,78.5,10.6
138.625,2218,18.1,3.84,3.4,6,54.9,0.571,1.67,84.5,10.6
138.6875,2219,18.3,3.85,3.4,5.31,54.3,0.576,1.55,87.3,10.7
138.75,2220,19.7,3.82,3.16,5.21,54.1,0.589,1.33,92.7,10.6
138.8125,2221,20.2,3.81,3.2,5.44,54.2,0.588,1.26,92.7,10.6
138.875,2222,21,3.82,3.41,6.7,54.4,0.57,1.33,85.3,10.6
138.9375,2223,19.9,3.88,3.12,7.61,54.9,0.563,1.48,81.3,10.7
139,2224,18.9,3.95,2.75,6.66,54.4,0.582,1.46,76.4,10.6
139.0625,2225,18.5,4.01,7.32,5.5,54.1,0.594,1.42,59.4,10.7
139.125,2226,17.7,4.01,7.31,5.09,54.6,0.607,1.52,55.9,10.8
139.1875,2227,17.5,3.79,2.69,4.88,54.6,0.579,1.68,74.7,10.6
139.25,2228,17.8,3.83,3.09,4.82,54.3,0.545,1.63,89.1,10.6
139.3125,2229,20,3.87,4.17,4.48,54.3,0.57,1.35,72.2,10.6
139.375,2230,21.6,3.85,7.01,4.5,54.6,0.584,1.49,32.5,10.6
139.4375,2231,18.9,3.93,10.2,4.35,54.6,0.562,1.8,23.5,10.7
139.5,2232,18.9,3.7,12.2,4.24,54.3,0.627,1.95,19.6,10.7
139.5625,2233,19.6,3.75,9.45,4,54.3,0.59,1.74,19.9,10.6
139.625,2234,17.7,3.97,4.07,4.16,54.6,0.611,1.64,18.4,10.7
139.6875,2235,20.8,3.87,4.86,4.59,54.3,0.999,1.71,12,10.7
139.75,2236,22.1,3.75,4.59,4.17,54.3,1.02,1.44,10.2,10.6
139.8125,2237,20.1,3.86,4.03,4.35,54.2,0.804,1.44,11.6,10.6
139.875,2238,20.4,3.81,4.03,4.59,54.6,0.923,1.35,11.7,10.7
139.9375,2239,19.3,3.82,3.71,4.46,54.6,1.15,1.29,9.45,10.7
140,2240,24.5,3.83,4.08,4.44,54.2,1.3,1.36,8.05,10.6
140.0625,2241,24.4,3.73,6.27,4.18,54.6,1.5,1.29,8.92,10.6
140.125,2242,17.2,3.88,6.16,4.26,54.3,1.57,1.33,6.47,10.6
140.1875,2243,19.2,3.83,4.21,4.38,54.3,1.55,1.46,5.76,10.6
140.25,2244,20.3,3.78,3.64,4.18,54.4,1.78,1.56,7.6,10.6
140.3125,2245,19.8,3.72,3.26,4.21,54.3,2,1.42,8.27,10.6
140.375,2246,19.7,3.79,2.92,4.31,54.4,1.78,1.44,6.21,10.6
140.4375,2247,20,3.89,2.81,4.44,54.4,1.46,1.49,6.64,10.6
140.5,2248,20.3,3.95,3.47,4.47,54.6,1.38,1.44,7.79,10.6
140.5625,2249,18.4,4.02,4.88,4.44,54.2,1.24,1.54,9.4,10.6
140.625,2250,18.5,3.75,7.74,4.6,54.5,1.11,1.5,13.3,10.6
140.6875,2251,18.9,3.72,7.25,4.79,54.5,1.04,1.39,11.3,10.6
140.75,2252,18.3,3.89,11.5,4.48,54.4,0.979,1.39,4.83,10.5
140.8125,2253,18.9,3.87,11.4,4.24,54.8,0.935,1.54,7.79,10.6
140.875,2254,18.9,3.77,4.16,4.35,54,0.884,1.48,9.79,10.6
140.9375,2255,19.6,3.83,8.98,4.44,54.3,0.616,1.43,7.46,17.1
141,2256,18.2,3.79,9.61,4.3,55.1,0.626,1.43,9.76,17.1
141.0625,2257,20.9,3.83,6.09,4.2,54.4,0.646,1.45,11.9,10.5
141.125,2258,23.1,3.79,5.12,4.36,54.5,0.529,1.66,16.9,10.7
141.1875,2259,21.8,3.74,4.73,4.27,54.4,0.572,1.51,23.2,10.9
141.25,2260,22.4,3.8,6.65,4.35,54.1,0.555,1.2,19.5,10.8
141.3125,2261,21.4,3.9,6.54,4.39,54.5,0.549,1.32,9.83,10.7
141.375,2262,20,4.03,10.4,4.27,54.6,0.701,1.57,5.45,10.8
141.4375,2263,21.2,3.76,10.3,4.48,54.5,1.53,1.62,3.13,10.8
141.5,2264,20.8,3.63,6.18,4.49,54.4,2.17,1.64,4.91,10.6
141.5625,2265,21.3,3.71,8.05,4.18,54.3,1.71,1.51,5.15,11.4
141.625,2266,22.1,3.95,9.13,4.29,54.5,0.716,1.33,3.19,11.6
141.6875,2267,19,3.92,8.38,4.48,54.5,0.667,1.5,3.1,11.1
141.75,2268,19.3,3.78,9.77,4.54,54.5,0.804,1.65,5.54,11.2
141.8125,2269,20.7,4.03,13.6,4.59,54.4,2,1.84,6.51,12.4
141.875,2270,19.4,3.93,14.4,4.36,54.3,2.56,1.69,5.42,12.4
141.9375,2271,18.2,3.68,10.6,4.47,54.4,1.83,1.37,3.92,11.6
142,2272,20,3.76,4.23,4.85,54.5,0.738,1.5,2.65,11.2
142.0625,2273,20.3,3.86,3.52,4.48,54.3,0.604,1.45,2.27,10.7
142.125,2274,19,3.85,4.84,4.05,54.6,0.558,1.29,4.65,10.6
142.1875,2275,19.2,3.9,5.53,4.13,54.6,0.606,1.68,5.24,10.6
142.25,2276,19,3.85,5.81,4.33,54.2,0.58,2.1,3.75,10.6
142.3125,2277,18.7,3.85,10.5,5.28,54.5,0.53,1.79,3.11,10.6
142.375,2278,19.5,3.74,11.6,5.7,54.9,0.557,1.48,3.02,10.6
142.4375,2279,19,3.74,7.05,6.58,54.7,0.547,1.58,3.36,10.5
142.5,2280,21.7,3.91,7.21,6.53,54.2,0.562,1.37,6.8,10.7
142.5625,2281,22.4,3.92,9.04,5.24,54.4,0.57,1.29,8.48,10.6
142.625,2282,22.1,3.81,9.8,6.46,54.5,0.558,1.43,10.9,10.5
142.6875,2283,22.2,3.67,13,6.87,54.6,0.544,1.57,11.6,10.6
142.75,2284,18.1,3.95,10.8,6.61,54.7,0.547,1.59,12.8,10.6
142.8125,2285,19.4,4.05,8.87,7.08,54.8,0.554,1.32,15.6,10.6
142.875,2286,19.7,3.81,10.8,7.23,54.7,0.549,1.37,15,10.6
142.9375,2287,15.7,3.73,9.4,7.08,54.5,0.563,1.56,14.1,10.6
143,2288,17.8,3.81,7.25,8.5,54.2,0.553,1.34,14.1,10.6
143.0625,2289,20.9,3.75,4.35,11.9,54.4,0.566,1.51,10.8,10.6
143.125,2290,20.7,3.86,3.74,10.8,54.8,0.593,1.69,5.87,10.6
143.1875,2291,19.7,4.02,3.03,5.85,54.7,0.573,1.74,4.78,10.6
143.25,2292,17.6,3.85,2.91,6.01,54.1,0.541,1.76,6.99,10.6
143.3125,2293,18.5,3.74,3.45,6.1,54.1,0.55,1.39,13,10.6
143.375,2294,18.8,3.76,3.5,5.36,54.7,0.556,1.35,17.3,10.6
143.4375,2295,18.3,3.79,3.5,5.92,54.3,0.549,1.54,20.7,10.6
143.5,2296,19,3.85,3.98,9.91,54.2,0.575,1.37,19.5,10.6
143.5625,2297,20.1,3.79,5.36,17.5,54.5,0.575,1.58,26.5,10.6
143.625,2298,20.8,3.92,5.76,15.6,54.5,0.554,1.62,27.6,10.6
143.6875,2299,23.2,3.94,5.53,5.18,54.1,0.548,1.22,29.8,10.6
143.75,2300,21.7,3.85,7.22,5.81,54.3,0.559,1.3,44.7,10.6
143.8125,2301,20.1,4.02,11.6,5.45,55,0.562,1.37,41.5,10.6
143.875,2302,20.7,3.98,10.5,4.34,54.4,0.555,1.47,30.7,10.6
143.9375,2303,18.4,3.87,4.17,5.13,54.2,0.545,1.51,25.2,10.6
144,2304,19.2,3.85,11.8,4.62,54.3,0.548,1.55,15.9,10.6
144.0625,2305,19.5,3.87,12.5,4.76,54.2,0.546,1.75,11.7,10.6
144.125,2306,25.7,3.88,9.04,4.93,54.4,0.542,1.73,3.89,10.6
144.1875,2307,24.9,3.83,9.58,4.84,54.4,0.544,1.64,6.07,10.6
144.25,2308,22.1,3.64,7.36,4.98,54.1,0.553,1.44,5.69,10.6
144.3125,2309,24.5,3.83,6.99,4.74,54.4,0.559,1.46,2.36,10.6
144.375,2310,23.6,3.97,6.16,4.84,54.5,0.561,1.54,1.8,10.6
144.4375,2311,22.1,3.88,4.73,4.48,54.4,0.556,1.4,2.44,10.6
144.5,2312,19.3,3.92,5.06,4.83,54.8,0.539,1.28,2.28,10.6
144.5625,2313,20.4,3.8,4.24,5.27,54.2,0.546,1.52,2.25,10.6
144.625,2314,20.8,3.77,4.89,5,54.1,0.562,1.51,4.49,10.6
144.6875,2315,17.1,3.82,4.54,5.7,54.5,0.554,1.21,4.77,10.6
144.75,2316,19.5,3.71,3.4,5.53,54.4,0.564,1.3,3.61,10.6
144.8125,2317,22,3.92,3.73,4.54,54.4,0.567,1.62,2.73,10.6
144.875,2318,21.9,3.97,3.54,4.44,54.5,0.564,1.69,2.24,10.6
144.9375,2319,20.5,3.96,3.33,4.57,54.2,0.569,1.49,2.6,10.6
145,2320,15.2,4,3.22,4.26,54.4,0.543,1.58,2.29,10.6
145.0625,2321,18.9,3.86,3.07,4.22,54.6,0.548,1.47,2.3,10.6
145.125,2322,20.4,3.81,3.5,4.68,54.4,0.559,1.35,2.63,10.6
145.1875,2323,20,3.76,3.72,4.8,54.3,0.552,1.42,2.39,10.6
