Time,Sample,P1,P2,P3,P4,P5,P6,P7,P8,P9
145.25,2324,20,3.86,3.55,4.68,54.5,0.552,1.39,2.31,10.6
145.3125,2325,21.3,3.78,3.91,4.55,54.4,0.565,1.52,2.62,10.6
145.375,2326,22.7,3.9,4.55,5.62,54.4,0.562,1.41,2.09,10.6
145.4375,2327,19,3.97,4.37,7.21,54.4,0.544,1.58,1.58,10.6
145.5,2328,18,3.87,3.73,6.71,54.3,0.55,1.58,1.47,10.6
145.5625,2329,20.7,3.84,3.71,5.08,54.5,0.573,1.53,1.34,10.6
145.625,2330,21.6,3.84,3.79,4.72,54.6,0.557,1.53,1.94,10.6
145.6875,2331,22,3.92,3.81,4.37,54.4,0.542,1.5,2.66,10.6
145.75,2332,20.8,3.98,3.6,4.48,54.2,0.575,1.6,2.79,10.6
145.8125,2333,18.7,3.9,3.44,4.67,54.4,0.556,1.49,2.09,10.6
145.875,2334,17.7,3.79,3.89,4.68,54.1,0.541,1.58,1.2,10.6
145.9375,2335,16.4,3.73,3.94,5.75,54.2,0.55,1.64,1.92,10.6
146,2336,16.3,3.77,4.21,5.69,54.4,0.555,1.52,1.79,10.6
146.0625,2337,17.2,3.94,5.71,4.49,54.3,0.568,1.46,1.23,10.6
146.125,2338,18,3.89,7.58,4.71,54.3,0.538,1.39,1.29,10.6
146.1875,2339,17.9,3.87,8.21,4.91,54.3,0.544,1.55,0.976,10.6
146.25,2340,18.1,3.92,5.88,4.34,54.4,0.56,1.62,0.957,10.6
146.3125,2341,18.4,3.92,7.67,5.29,54.3,0.539,1.34,0.718,10.6
146.375,2342,20.2,3.78,9.34,5.56,54.2,0.551,1.3,0.636,10.6
146.4375,2343,19,3.83,8.42,4.47,54.3,0.567,1.29,0.738,10.6
146.5,2344,16.9,3.99,7.8,6.76,54.4,0.554,1.39,1.05,10.6
146.5625,2345,16.5,3.81,5.47,8.08,54.5,0.547,1.56,1.5,10.6
146.625,2346,14.5,3.75,6.25,8.52,54.4,0.552,1.57,1.84,10.6
146.6875,2347,16.2,3.8,6.36,12.2,54.5,0.567,1.38,1.65,10.6
146.75,2348,18.8,4,4.69,11.2,54.3,0.554,1.42,1.33,10.6
146.8125,2349,19.9,3.97,5.16,5.45,54.1,0.556,1.46,1.11,10.6
146.875,2350,17.7,3.89,5.31,4.49,54.5,0.567,1.39,0.832,10.6
146.9375,2351,17.3,3.85,5.99,4.55,54.5,0.575,1.8,1.07,10.6
147,2352,18.2,3.74,11.7,6.56,54.5,0.553,1.72,1.1,10.6
147.0625,2353,16.3,3.89,13.2,9.32,54.2,0.534,1.4,1.39,10.6
147.125,2354,21.1,3.85,13.2,10,54.2,0.564,1.28,2.54,10.6
147.1875,2355,21.4,3.74,13.5,8.06,54.4,0.557,1.17,6.18,10.6
147.25,2356,19,3.81,13.3,5.16,54.3,0.556,1.39,7.74,10.6
147.3125,2357,20.8,3.85,13.6,5.41,54.3,0.558,1.52,5.8,10.6
147.375,2358,20.8,3.76,11,12.4,54.6,0.55,1.35,3.33,10.6
147.4375,2359,21,3.83,12.6,12.4,54,0.55,1.32,2.67,10.6
147.5,2360,21.2,3.75,13.5,11.6,54,0.564,1.59,2.46,10.6
147.5625,2361,21.8,3.69,8.67,11.8,54.9,0.553,1.52,2.27,10.6
147.625,2362,21.3,3.88,13.3,7.57,54.6,0.552,1.43,6.32,10.6
147.6875,2363,19.5,3.83,15.3,6.77,54.3,0.554,1.62,15.6,10.6
147.75,2364,21.2,3.72,9.62,6.52,54.4,0.572,1.85,61.3,10.6
147.8125,2365,20.4,3.84,6.68,12.3,54.5,0.58,1.72,86.6,10.6
147.875,2366,22.7,3.85,6.27,13.6,54.6,0.553,1.4,92.3,10.6
147.9375,2367,22.7,3.82,5.94,10.6,54.5,0.553,1.53,81.1,10.6
148,2368,17.7,3.85,8.66,10.8,54.2,0.551,1.67,74.6,10.6
148.0625,2369,20.7,3.75,8.51,19.9,54.2,0.553,1.77,86.6,10.6
148.125,2370,20.2,3.64,4.09,20,54.3,0.567,1.55,83.5,10.6
148.1875,2371,17.3,3.7,9.2,11.8,54.5,0.567,1.24,80.5,10.6
148.25,2372,17.9,3.8,9.42,9.99,54.5,0.551,1.39,87.4,10.6
148.3125,2373,19,3.9,6.68,14.2,54.5,0.546,1.8,83.4,10.6
148.375,2374,22.2,3.88,7.43,13.4,54.5,0.55,1.76,70.1,10.6
148.4375,2375,23.6,3.83,6.06,4.81,54.4,0.563,1.37,53.9,10.6
148.5,2376,24.7,3.98,7.22,5.28,54.2,0.577,1.37,73.3,10.6
148.5625,2377,22.4,3.99,6.54,5.15,54.3,0.565,1.56,94.9,10.6
148.625,2378,17.8,3.75,4.65,4.49,54.7,0.552,1.62,94.7,10.6
148.6875,2379,18.6,3.77,4.83,4.54,54.5,0.559,1.56,81.9,10.6
148.75,2380,22.6,4.01,6.14,4.81,54.5,0.555,1.61,75.1,10.6
148.8125,2381,24.6,4.14,6.05,4.62,54.3,0.546,1.53,91.4,10.6
148.875,2382,21.1,3.89,4.92,4.46,54.3,0.559,1.58,87.4,10.6
148.9375,2383,18,3.81,5.29,4.42,54.5,0.562,1.67,87.5,10.6
149,2384,16.6,3.9,5.33,4.86,54.3,0.55,1.52,84.8,10.6
149.0625,2385,19.7,3.72,6.14,4.7,54.5,0.553,1.54,65.7,10.6
149.125,2386,21.9,3.85,5.01,4.78,54.4,0.564,1.66,71.8,10.6
149.1875,2387,18.8,4.01,4.6,4.83,54.5,0.552,1.52,64.4,10.6
149.25,2388,20.6,4.15,5.86,4.16,54.5,0.552,1.54,31.8,10.6
149.3125,2389,23.5,3.92,5.63,4.32,54.4,0.552,1.58,7.51,10.6
149.375,2390,19.9,3.72,4.8,4.34,54.4,0.547,1.64,6.42,10.6
149.4375,2391,18.8,3.83,4.06,4.65,54.4,0.549,1.7,3.64,10.6
149.5,2392,17.6,3.79,4.05,4.43,54.4,0.55,1.77,2.26,10.6
149.5625,2393,16.5,3.92,4.15,4.18,54.6,0.564,1.92,3.29,10.6
149.625,2394,20.4,3.76,3.86,4.39,54.2,0.566,1.74,3.37,10.6
149.6875,2395,22.2,3.73,4.23,4.54,54.5,0.552,1.53,2.02,10.6
149.75,2396,20.2,3.95,4.22,4.46,54.8,0.56,1.58,1.75,10.6
149.8125,2397,19.4,3.99,3.83,4.11,54.7,0.571,1.52,2.73,10.6
149.875,2398,18.8,3.85,4.04,4.21,54.4,0.553,1.4,2.98,10.6
149.9375,2399,18.6,3.73,4.33,4.26,54.2,0.545,1.7,2.85,10.6
150,2400,22.1,3.86,4.12,4.28,54.5,0.55,1.84,3.25,10.6
150.0625,2401,21.9,3.83,3.69,4.67,54.4,0.545,1.56,3.53,10.6
150.125,2402,19.1,3.74,3.37,4.88,54.3,0.568,1.42,2.86,10.6
150.1875,2403,19.2,3.77,3.26,4.56,54.6,0.564,1.4,1.67,10.6
150.25,2404,18.9,3.87,3.93,4.34,54.5,0.539,1.27,1.21,10.6
150.3125,2405,18.7,3.68,4.08,4.42,54.4,0.559,1.29,0.819,10.6
150.375,2406,21.2,4.03,3.62,4.36,54.4,0.559,1.34,0.925,10.5
150.4375,2407,21.4,4.19,3.58,4.34,54.3,0.54,1.18,1.46,10.5
150.5,2408,18.7,3.9,4,4.48,54.4,0.553,1.34,2.86,10.6
150.5625,2409,19.1,4.08,3.77,4.26,54.7,0.573,1.59,3.73,10.6
150.625,2410,18,4.12,3.82,3.97,54.5,0.549,1.47,3.23,10.6
150.6875,2411,18,4.01,4.11,4.26,54.6,0.554,1.17,2.53,10.6
150.75,2412,21.5,3.88,3.57,4.55,54.6,0.573,1.12,2.7,10.6
150.8125,2413,19.6,3.97,3.25,4.25,54.3,0.56,1.4,2.14,10.6
150.875,2414,20,4.17,3.34,4.16,54.4,0.553,1.49,0.888,10.6
150.9375,2415,19.1,4.12,3.74,4.57,54.7,0.549,1.47,1.1,10.6
151,2416,19.7,3.93,3.51,4.47,54.7,0.57,1.42,1.42,10.6
151.0625,2417,20.7,3.79,3.44,4.26,54.6,0.553,1.36,1.55,10.6
151.125,2418,17.3,3.94,3.66,4.31,54.6,0.558,1.44,1.38,10.6
151.1875,2419,17.8,3.89,3.4,4.32,54.4,0.561,1.5,1.16,10.6
151.25,2420,19.3,3.67,4.26,3.96,54.3,0.543,1.37,1.49,10.6
151.3125,2421,19.5,3.97,4.63,4.2,54.2,0.561,1.22,1.44,10.6
151.375,2422,19,4.06,4.1,4.4,54.2,0.551,1.43,1.11,10.6
151.4375,2423,17.5,3.94,3.9,4.24,54.5,0.569,1.43,1.3,10.6
151.5,2424,19.7,3.85,4.03,4.27,54.9,0.558,1.48,1.33,10.6
151.5625,2425,18.9,3.76,3.73,4.09,54.5,0.546,1.75,1.09,10.6
151.625,2426,17.4,3.87,3.75,4.23,54,0.557,1.72,0.983,10.6
151.6875,2427,22.3,3.94,3.98,4.34,54.4,0.546,1.79,0.953,10.6
151.75,2428,21.8,3.85,3.78,4.23,54.6,0.564,2.02,1.08,10.6
151.8125,2429,19.9,3.83,3.74,4.13,54.5,0.571,1.74,1.59,10.6
151.875,2430,24.7,3.98,5.03,4.06,54.6,0.552,1.09,3.02,10.6
151.9375,2431,26.6,3.95,5.8,4.18,54.2,0.541,1.27,2.76,10.6
152,2432,24,4.01,4.99,4.43,54.1,0.559,1.42,0.936,10.6
152.0625,2433,21.9,3.98,4.82,4.38,54.5,0.565,1.37,0.873,10.6
152.125,2434,18.6,3.79,5.06,4.19,54.3,0.555,1.43,1.03,10.6
152.1875,2435,17.9,3.86,5.26,4.32,54.5,0.561,1.37,1.73,10.6
152.25,2436,20.4,3.91,4.69,4.34,54.8,0.553,1.33,1.87,10.6
152.3125,2437,21.3,3.79,3.87,4.53,54.3,0.55,1.45,1.49,10.6
152.375,2438,19.3,3.77,4.27,4.43,54,0.549,1.47,1.14,10.6
152.4375,2439,19.8,3.83,4.66,4.13,54.5,0.554,1.59,0.864,10.7
152.5,2440,21.6,3.87,5.19,4.19,54.8,0.563,1.52,1.48,10.6
152.5625,2441,18.4,3.82,4.94,4.24,54.6,0.542,1.45,1.55,10.6
152.625,2442,17.7,3.99,4.86,4.41,54.6,0.536,1.51,2.49,10.6
152.6875,2443,19.9,4.02,4.82,4.42,54.7,0.557,1.43,2.65,10.6
152.75,2444,21.2,3.91,3.9,4.53,54.4,0.568,1.54,1.6,10.6
152.8125,2445,20.4,3.81,4.7,4.36,54.2,0.562,1.68,1.62,10.6
152.875,2446,19,3.81,5.05,4.26,54.4,0.548,1.62,1.47,10.6
152.9375,2447,21.3,3.87,4.05,4.59,54.4,0.57,1.51,1.11,10.6
153,2448,19.6,3.84,4.13,4.28,54.5,0.558,1.6,1.38,10.6
153.0625,2449,18.3,3.99,5.28,4.15,54.6,0.546,1.63,1.56,10.6
153.125,2450,21.7,3.95,5.18,4.41,54.4,0.56,1.67,1.13,10.6
153.1875,2451,20.7,3.92,3.81,4.38,54.3,0.538,1.64,0.987,10.6
153.25,2452,17.4,3.91,3.66,4.58,54.6,0.553,1.44,1.23,10.6
153.3125,2453,20.8,3.82,4.14,4.43,54.6,0.558,1.57,1.09,10.6
153.375,2454,22.2,3.91,3.81,5.19,54.3,0.557,1.69,1.71,10.6
153.4375,2455,22,3.88,3.6,5.13,54.3,0.549,1.74,1.92,10.6
153.5,2456,21.6,3.8,4.53,4.36,54.7,0.531,1.81,1.33,10.6
153.5625,2457,20.2,3.93,4.38,4.46,54.6,0.569,1.54,2.06,10.6
153.625,2458,23.1,4.08,3.37,4,54.3,0.568,1.51,2.3,10.6
153.6875,2459,21.7,4.1,3.54,4.3,54.5,0.547,1.66,2.04,10.6
153.75,2460,21.4,3.96,3.76,4.48,54.5,0.529,1.6,1.95,10.6
153.8125,2461,22.9,3.92,3.89,4.37,54.3,0.55,1.7,2.11,10.6
153.875,2462,20,4.02,4.13,4.29,54.3,0.552,1.58,1.87,10.6
153.9375,2463,19.4,3.91,3.98,4.21,54.6,0.545,1.35,0.993,10.5
154,2464,21.4,3.98,4.52,4.2,54.5,0.57,1.28,0.933,10.6
154.0625,2465,18.2,4.07,4.53,4.51,54.2,0.555,1.14,1.7,10.6
154.125,2466,15.2,3.87,3.83,4.57,54.4,0.552,1.33,1.78,10.6
154.1875,2467,18.4,3.91,3.9,4.23,54.5,0.546,1.38,1.15,10.5
154.25,2468,20.4,3.98,3.91,4.49,54.5,0.541,1.69,1.39,10.6
154.3125,2469,20.6,3.89,3.55,4.31,54.5,0.544,1.83,1.35,10.6
154.375,2470,21.5,4.04,3.97,4.07,54.3,0.553,1.54,1.19,10.6
154.4375,2471,24.8,4.03,4.16,4.11,54.3,0.555,1.43,0.979,10.6
154.5,2472,23.6,4.8,4.15,4.42,54.3,0.548,1.33,0.95,10.6
154.5625,2473,20,4.8,4.13,4.43,54.3,0.548,1.59,0.874,10.6
154.625,2474,18,3.87,3.75,4.25,54.6,0.559,1.67,0.704,10.6
154.6875,2475,19.9,3.82,3.88,4.3,54.6,0.551,1.56,0.958,10.6
154.75,2476,23.2,3.68,3.91,4.02,54.3,0.544,1.7,1.23,10.6
154.8125,2477,20.5,3.99,4.11,4.36,54.4,0.563,1.56,1.77,10.6
154.875,2478,18.4,3.93,4.12,4.18,54.6,0.561,1.34,1.61,10.6
154.9375,2479,18.9,3.83,3.56,3.83,54.5,0.564,1.52,0.997,10.6
155,2480,16.8,3.92,3.53,4.17,54.7,0.564,1.55,1.28,10.6
155.0625,2481,18.8,3.8,3.73,4.22,54.5,0.552,1.34,1.44,10.6
155.125,2482,21.8,3.96,3.97,4.43,54.4,0.563,1.48,1.33,10.6
155.1875,2483,21.8,3.97,3.85,4.46,54.4,0.554,1.51,1.32,10.6
155.25,2484,20.6,3.86,3.37,4.15,54.4,0.558,1.35,1.17,10.6
155.3125,2485,18.4,3.84,3.45,4.12,54.3,0.566,1.82,0.707,10.6
155.375,2486,19.9,3.89,4.09,4.05,54.5,0.566,1.9,0.668,10.6
155.4375,2487,20.6,3.71,4.29,4.24,54.5,0.559,1.54,0.946,10.6
155.5,2488,18.6,3.72,3.89,4.34,54.2,0.547,1.51,1.31,10.6
155.5625,2489,19.4,4,4.1,4.37,54.4,0.556,1.42,2.05,10.6
155.625,2490,19.3,3.9,3.9,4.25,54.6,0.56,1.32,1.86,10.6
155.6875,2491,21.4,3.83,3.76,4,54.6,0.555,1.25,1.07,10.6
155.75,2492,20.5,4,4.13,4.13,54.1,0.545,1.31,1.07,10.6
155.8125,2493,17.9,3.96,4.16,4.5,54.2,0.546,1.28,1.26,10.6
155.875,2494,20.2,3.82,3.99,4.35,54.7,0.585,1.4,1.3,10.6
155.9375,2495,18.8,3.83,3.75,3.77,54.4,0.574,1.49,0.987,10.6
156,2496,18.1,3.83,3.88,3.95,54.2,0.538,1.61,0.947,10.6
156.0625,2497,18.2,3.86,3.76,4.4,54.2,0.566,1.56,0.961,10.6
156.125,2498,15.4,3.95,3.76,4.42,54.6,0.561,1.39,0.944,10.6
156.1875,2499,17.8,3.9,4.26,4.44,54.8,0.557,1.43,0.885,10.6
156.25,2500,18.4,3.81,3.98,4.2,54.4,0.562,1.39,1.38,10.6
156.3125,2501,22.9,3.86,3.51,3.79,54.5,0.543,1.43,1.42,10.6
156.375,2502,25.4,3.67,3.66,4.16,54.3,0.556,1.45,1.28,10.6
156.4375,2503,19.5,3.87,3.91,4.25,54.4,0.571,1.49,1.16,10.6
156.5,2504,19.5,4.15,3.93,4.27,54.5,0.552,1.54,1.2,10.6
156.5625,2505,21.4,3.98,3.72,4.23,54.5,0.558,1.93,1.88,10.6
156.625,2506,18.2,3.79,3.57,4.28,54.5,0.587,1.93,1.58,10.6
156.6875,2507,18.7,3.87,3.2,4.31,54.5,0.556,1.39,0.549,10.6
156.75,2508,18.2,4.06,3.42,4.14,54.3,0.533,1.31,0.851,10.6
156.8125,2509,19.2,3.86,3.76,4.14,54.4,0.555,1.61,0.872,10.6
156.875,2510,21.7,3.77,3.79,4.15,54.7,0.565,1.76,0.773,10.6
156.9375,2511,18.5,3.82,3.82,4.29,54.5,0.555,1.66,0.895,10.6
157,2512,18.9,3.84,4.31,4.41,54.5,0.543,1.71,0.833,10.6
157.0625,2513,22,3.85,4.28,4.28,54.6,0.563,1.67,1.37,10.6
157.125,2514,23,4.04,3.96,4.06,54.8,0.543,1.37,1.96,10.6
157.1875,2515,20.9,4.03,4.53,4.15,54.7,0.569,1.24,2.25,10.6
157.25,2516,16,3.87,4.22,4.4,54.5,0.592,1.3,2.05,10.6
157.3125,2517,14.4,3.9,3.57,4.46,54.6,0.579,1.4,1.31,10.6
157.375,2518,15.8,3.9,3.61,4.1,54.5,0.679,1.39,1,10.6
157.4375,2519,16.2,3.85,3.59,4.23,54.5,0.643,1.26,5.3,10.6
157.5,2520,19.4,3.7,3.79,4.23,54.6,0.524,1.28,26.8,10.6
157.5625,2521,21,3.93,3.93,4.27,54.2,0.755,1.44,76,10.6
157.625,2522,18.5,4.05,3.6,4.43,54.7,0.77,1.67,75.2,10.6
157.6875,2523,19.8,3.95,3.52,4.18,54.8,0.663,1.61,34.9,10.6
157.75,2524,19.5,3.84,3.83,4.16,54.6,0.871,1.44,55.3,10.6
157.8125,2525,17.6,3.74,3.94,4.14,54.7,0.819,1.36,53.5,10.6
157.875,2526,19,3.84,3.98,4.4,54.2,0.579,1.44,62.8,10.6
157.9375,2527,19.9,3.95,3.86,4.3,54.2,0.574,1.55,75,10.6
158,2528,20.5,3.88,3.34,4.11,54.5,0.571,1.28,67.9,10.6
158.0625,2529,20.7,3.72,3.42,4.55,54.8,0.635,1.24,86.8,10.6
158.125,2530,19.5,3.86,3.67,4.55,54.8,0.692,1.41,78,10.6
158.1875,2531,18.9,3.94,3.59,4.21,54.7,0.678,1.45,38.5,10.6
158.25,2532,22.8,3.82,3.72,4.24,54.5,0.677,1.48,21.8,10.6
158.3125,2533,23.9,3.84,3.98,4.26,54.3,0.633,1.4,7.7,10.6
158.375,2534,21.6,3.87,3.74,4.29,54.6,0.699,1.59,11.8,10.6
158.4375,2535,19.9,3.85,3.24,4.24,54.6,0.747,1.65,18.6,10.6
158.5,2536,18.6,3.89,3.39,4.11,54.5,0.655,1.63,17.2,10.6
158.5625,2537,17.8,3.86,3.67,4.16,54.8,0.657,1.46,21.5,10.6
158.625,2538,17.9,3.97,3.79,4.4,54.5,0.671,1.19,58.3,10.6
158.6875,2539,18.5,4.04,3.98,4.28,54.6,0.678,1.4,63.2,10.6
158.75,2540,19.1,3.81,4.02,4.11,54.9,0.635,1.37,73.8,10.6
158.8125,2541,19.3,3.87,3.57,4.31,54.5,0.662,1.4,93.7,10.6
158.875,2542,19.1,3.85,3.91,4.03,54.3,0.676,1.62,87.5,10.6
158.9375,2543,20.6,3.77,4.03,4.17,54.8,0.706,1.5,69.8,10.6
159,2544,22.4,3.93,3.38,4.35,54.7,0.704,1.32,51.2,10.6
159.0625,2545,21.1,4.03,4.71,4.2,54.1,0.66,1.61,57,10.6
159.125,2546,18.1,4.04,4.67,4.34,54.6,0.795,1.6,76.4,10.6
159.1875,2547,18.2,3.97,3.82,4.19,54.8,0.828,1.28,81,10.6
159.25,2548,18.9,3.81,3.79,4.26,54.6,0.929,1.34,74.4,10.6
159.3125,2549,17.5,3.82,3.43,4.65,54.5,0.994,1.57,73.8,10.6
159.375,2550,19.8,3.91,3.36,4.35,54.6,0.918,1.58,85.7,10.6
159.4375,2551,20.3,3.84,3.44,4.04,54.8,0.893,1.66,78.8,10.6
159.5,2552,18.5,3.78,3.99,4.67,54.5,0.826,1.71,42.7,10.6
159.5625,2553,20.2,3.92,3.67,4.43,54.4,0.769,1.67,25.5,10.6
159.625,2554,19.7,3.92,2.9,3.99,54.6,0.832,1.67,69.1,10.6
159.6875,2555,18.8,3.84,2.63,4.26,54.8,0.795,1.88,79.4,10.6
159.75,2556,25.4,3.88,4.72,4.49,54.7,0.769,1.8,53.4,10.6
159.8125,2557,25.6,3.87,5.37,4.48,54.6,0.782,1.65,32.6,10.6
159.875,2558,19.4,3.88,3.97,4.22,54.8,0.729,1.76,20.3,10.6
159.9375,2559,23.1,3.86,3.52,4.22,54.6,0.774,1.64,20.1,10.6
160,2560,23.6,3.92,3.74,4.11,54.5,0.754,1.46,20.2,10.6
160.0625,2561,19.2,3.88,3.7,4.46,54.6,0.736,1.4,17.1,10.6
160.125,2562,18.1,3.92,3.67,4.51,54.3,0.752,1.4,27.6,10.6
160.1875,2563,18.3,3.92,3.81,4.19,54.4,0.628,1.25,40,10.6
160.25,2564,20.1,3.83,3.48,4.49,54.8,0.68,1.46,43,10.6
160.3125,2565,20.7,3.74,3.37,4.36,54.7,0.737,1.49,38.9,10.6
160.375,2566,20.6,3.89,3.61,4.45,54.6,0.695,1.23,30.5,10.7
160.4375,2567,21.4,4.05,3.62,4.58,54.4,0.662,1.35,18.7,10.6
160.5,2568,19.1,3.89,3.75,4.35,54.5,0.644,1.45,48.1,10.6
160.5625,2569,16.8,3.76,3.62,4.1,54.8,0.824,1.36,76.3,10.6
160.625,2570,18,3.75,3.54,4.11,54.5,0.781,1.22,84.7,10.6
160.6875,2571,20.5,3.8,3.48,4.56,54.2,0.617,1.64,87.5,10.7
160.75,2572,23,3.87,4.03,4.45,54.7,0.795,1.7,81.3,10.6
160.8125,2573,22.7,4.05,4.24,4.29,54.9,0.776,1.52,78.8,10.6
160.875,2574,20.6,3.96,3.64,4.23,54.4,0.584,1.78,79.3,10.6
160.9375,2575,21,3.77,4.64,4.16,54.5,0.638,1.63,61.1,10.6
161,2576,18.7,3.79,5.5,4.36,54.5,0.666,1.39,43.2,10.6
161.0625,2577,17.3,3.85,6.28,4.55,54.3,0.566,1.31,56.8,10.6
161.125,2578,22.6,3.84,5.82,4.53,54.3,0.575,1.39,85,10.6
161.1875,2579,20.4,4,10.1,4.22,54.3,0.617,1.48,94.1,10.6
161.25,2580,14.8,3.96,10.3,4.29,54.7,0.604,1.36,68,10.6
161.3125,2581,16.8,3.95,4.37,4.51,54.6,0.592,1.32,69.2,10.6
161.375,2582,16,4.02,3.53,4.34,54.3,0.581,1.49,80.8,10.6
161.4375,2583,18,3.82,3.77,4.22,54.4,0.584,1.63,48.4,10.6
161.5,2584,20,3.75,4.85,4.13,54.6,0.583,1.48,11.8,10.6
161.5625,2585,18.8,3.73,4.77,4.18,54.4,0.551,1.63,9.77,10.6
161.625,2586,19.8,3.96,3.67,4.29,54.1,0.718,1.71,6.98,10.7
161.6875,2587,19.1,3.96,3.79,4.43,54.4,0.926,1.5,5.22,10.6
161.75,2588,17.7,3.7,3.81,4.15,54.7,0.788,1.51,4.82,10.6
161.8125,2589,17.4,3.84,3.95,4.32,54.5,1.18,1.4,5.98,10.6
161.875,2590,17.2,3.94,8.71,4.45,54.5,2.98,1.25,5.14,10.6
161.9375,2591,20.6,3.89,17.2,4.04,54.2,3.27,1.56,5.54,10.6
162,2592,20,3.92,19.4,4.29,54.5,1.8,1.67,5.56,10.6
162.0625,2593,18.9,3.89,12.5,4.54,54.5,0.624,1.39,3.34,10.6
162.125,2594,19.3,3.82,4.51,4.4,54.4,0.689,1.38,7.1,10.6
162.1875,2595,18.1,3.92,6.48,4.36,54.4,0.627,1.69,7.42,10.6
162.25,2596,18.9,4.2,6.36,4.39,54.3,0.546,1.8,10.5,10.6
162.3125,2597,18.3,4.16,4.24,4.17,54.6,0.568,1.68,17.7,10.6
162.375,2598,17.6,3.92,3.6,4.29,54.6,0.561,1.57,17.9,10.6
162.4375,2599,23.3,4.01,4.02,4.2,54.8,0.575,1.45,13.1,10.6
162.5,2600,26.2,3.93,4.91,4.17,54.4,0.574,1.46,8.55,10.6
162.5625,2601,23,3.72,4.74,4.32,54.3,0.552,1.47,3.6,10.6
162.625,2602,20.6,3.88,4.06,4.09,54.6,0.539,1.61,4.12,10.7
162.6875,2603,17.7,4,4.27,4.61,54.7,0.546,1.49,10.5,10.6
162.75,2604,20.3,3.88,4.95,4.56,54.4,0.576,1.41,18.3,10.6
162.8125,2605,21.6,3.82,5.86,4.15,54.6,0.57,1.46,23.2,10.6
162.875,2606,19.8,4.02,5.06,4.35,54.6,0.542,1.37,40.3,10.6
162.9375,2607,21.6,3.99,3.96,4.16,54.5,0.564,1.44,49.4,10.6
163,2608,21.1,3.92,4.62,4.31,54.6,0.578,1.88,52.3,10.6
163.0625,2609,18.8,3.85,4.44,4.46,54.2,0.572,1.74,57.6,10.6
163.125,2610,20.7,3.62,3.9,4.18,54.1,0.595,1.14,43.4,10.6
163.1875,2611,20.2,3.83,4.07,4.09,54.6,0.654,1.24,14.3,10.6
163.25,2612,18.7,3.93,3.74,4.41,54.7,0.637,5.31,8.21,10.6
163.3125,2613,20.2,3.74,2.97,4.33,54.2,0.529,5.38,14.8,10.7
163.375,2614,19.9,3.84,3.16,4.2,54.3,0.605,4.86,19.7,10.6
163.4375,2615,17.8,4.08,3.68,4.28,54.5,0.668,10.3,19.6,10.6
163.5,2616,16.4,3.97,3.61,4.12,54.5,0.668,12.1,17.5,10.6
163.5625,2617,18.7,3.69,3.04,4.05,54.6,0.624,11.7,15.8,10.6
163.625,2618,19.8,3.72,3.08,4.32,54.4,0.549,10.7,13.8,10.6
163.6875,2619,19.5,3.84,3.3,4.41,54.2,0.564,8.65,8.82,10.6
163.75,2620,20.3,3.88,3.33,4.18,54.3,0.611,6.4,5.05,10.6
163.8125,2621,17.8,3.88,3.02,4.34,54.4,0.701,12.7,3.98,10.6
163.875,2622,17.3,3.87,3.01,4.41,54.6,0.69,24.6,4.78,10.6
163.9375,2623,21.6,3.85,3.31,4.23,54.5,0.607,24,10.6,10.6
164,2624,20.6,3.88,8.91,4.42,54.3,0.616,14.5,11.9,10.6
164.0625,2625,17.2,3.95,9.61,4.24,54.2,0.602,17.6,6.85,10.6
164.125,2626,17.9,3.94,8.64,4.02,54.2,0.632,18,4.73,10.6
164.1875,2627,17.8,3.9,11,4.2,54.6,0.711,16.1,4.56,10.6
164.25,2628,19.1,3.93,9.59,4.16,54.6,0.667,17.6,4.03,10.6
164.3125,2629,19.4,3.86,5.71,4.25,54.2,0.631,22.3,4.72,10.6
164.375,2630,19.7,3.87,5.79,4.31,54.4,0.625,24.4,3.83,10.6
164.4375,2631,20,3.95,11.8,4.08,54.4,0.634,21.4,2.64,10.6
164.5,2632,17,4.02,15,4.11,54.4,0.627,14.9,3.59,10.6
164.5625,2633,18.3,3.79,14.7,4.42,54,0.587,4.02,3.44,10.6
164.625,2634,18.9,3.87,12.1,4.44,54.5,0.624,2.5,1.82,10.6
164.6875,2635,18.4,4.1,10.2,4.12,54.8,0.679,3.4,2.62,10.6
164.75,2636,19.4,3.96,14.1,4.18,54.3,0.656,14.5,3.18,10.6
164.8125,2637,19.9,3.88,13.2,4.32,54.2,0.704,31.6,2.99,10.6
164.875,2638,20.5,3.83,10.5,4.12,54.5,0.75,45.8,2.17,10.6
164.9375,2639,21.5,3.93,9.63,4.19,54.5,0.756,41.6,1.62,10.6
165,2640,22.2,3.87,9.14,4.08,54.5,0.712,26,1.72,10.6
165.0625,2641,19.2,3.86,11.1,4.05,54.4,0.597,16.3,2.04,10.6
165.125,2642,16.3,3.92,9.8,4.48,54.3,0.576,6.32,2.43,10.6
165.1875,2643,16.9,3.88,8.28,4.31,54.3,0.625,9.21,2.23,10.6
165.25,2644,17.2,3.87,8.14,4.06,54,0.669,8.91,1.77,10.6
165.3125,2645,16.7,3.88,7.08,4.15,54.4,0.631,10.8,1.99,10.6
165.375,2646,16.5,3.81,9.26,4.08,54.6,0.59,9.87,1.65,10.6
165.4375,2647,19.1,3.81,11.5,4.18,54.7,0.587,2.04,2.15,10.6
165.5,2648,20.6,3.97,11.6,4.24,54.4,0.59,2.05,2.07,10.6
